caseid,policy_gun,policy_cappun,policy_pot,policy_prostitute,policy_healthcare,policy_taxcut,policy_affect,policy_nuke,policy_warming,policy_draft,pk_house,pk_senate,pk_ag,pk_senleader,pk_justice,pk_override,pk_nominate,pk_term,pk_conservparty,birthyr,gender,pid7,pid3_t,pid3,race,race_other,educ,marstat,employ,employ_t,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,religpew_t,religpew_protestant,ideo5,newsint,faminc,votereg,inputstate
152405109,5,4,2,4,5,5,5,1,5,1,2,1,1,4,2,2,2,1,2,1948,2,1,__NA__,1,2,__NA__,3,3,5,__NA__,1,1,1,1,1,__NA__,90,3,4,4,1,48
152407318,5,6,5,1,4,4,5,3,5,2,1,2,4,2,2,2,1,4,1,1953,2,1,__NA__,1,1,__NA__,2,1,5,__NA__,2,2,5,5,1,__NA__,1,3,2,5,1,5
152408235,6,4,6,3,6,6,6,1,6,1,1,1,2,5,1,2,2,1,1,1973,2,1,__NA__,1,7,__NA__,3,1,1,__NA__,2,4,6,7,9,__NA__,99,4,3,6,1,9
152409421,6,6,5,5,6,4,5,3,5,3,2,2,2,4,5,2,3,4,2,1945,2,1,__NA__,1,1,__NA__,2,3,7,__NA__,2,2,5,6,5,__NA__,99,3,2,3,1,36
152417229,5,3,4,8,5,6,5,1,6,1,2,1,2,4,8,2,1,1,1,1957,2,1,__NA__,1,3,__NA__,3,4,6,__NA__,2,2,2,1,2,__NA__,99,4,3,1,1,4
152445980,2,6,6,6,6,6,6,4,6,5,2,1,4,2,5,1,1,4,2,1942,1,2,__NA__,1,1,__NA__,2,6,5,__NA__,2,3,5,2,2,__NA__,99,3,1,3,1,9
152447800,6,3,4,3,6,6,6,6,6,1,2,2,1,2,8,3,2,1,2,1986,2,1,__NA__,1,3,__NA__,4,3,2,__NA__,2,1,4,2,2,__NA__,99,1,2,2,2,53
152465251,5,5,6,4,5,6,5,3,6,1,8,2,4,1,8,2,1,8,2,1992,2,2,__NA__,1,3,__NA__,3,5,8,__NA__,2,4,6,7,10,__NA__,99,1,3,2,1,6
152468329,6,5,6,6,6,3,6,6,6,1,2,2,8,1,8,1,1,1,1,1954,1,1,__NA__,1,2,__NA__,2,3,6,__NA__,2,3,5,6,11, ,99,4,2,2,1,45
152468946,6,5,4,1,4,3,5,5,5,2,1,2,4,2,5,2,1,4,2,1956,1,2,__NA__,1,2,__NA__,5,1,1,__NA__,2,1,1,1,3,__NA__,99,3,1,9,1,39
152479781,6,1,5,1,6,6,1,4,5,1,2,1,2,2,5,2,1,4,2,1973,2,1,__NA__,1,2,__NA__,2,1,4,__NA__,2,1,6,1,11,__NA__,99,2,1,3,1,6
152483204,1,1,6,6,1,6,4,6,1,1,2,2,4,2,4,2,1,1,2,1964,2,2,__NA__,1,2,__NA__,5,3,1,__NA__,2,2,5,6,6,__NA__,99,3,1,9,1,51
152491536,4,1,1,3,6,4,4,3,6,1,2,3,5,4,2,2,3,1,1,1940,2,1,__NA__,1,1,__NA__,2,4,7,__NA__,2,1,3,2,2,__NA__,99,4,3,3,2,39
152491678,1,6,5,3,4,6,4,2,5,3,2,2,1,4,2,2,1,1,3,1949,1,2,__NA__,1,1,__NA__,2,1,5,__NA__,2,3,6,6,11,__NA__,90,3,2,4,1,17
152495449,2,6,2,4,3,5,4,5,4,4,1,1,1,4,2,2,3,1,3,1971,1,1,__NA__,1,2,__NA__,5,1,6,__NA__,2,4,6,7,11,__NA__,99,3,4,4,1,42
152497282,4,5,5,5,4,6,4,4,4,3,2,2,4,2,4,2,1,1,2,1968,2,2,__NA__,1,1,__NA__,2,5,6,__NA__,2,3,5,3,11,__NA__,6,2,2,4,1,42
152506483,6,6,1,1,4,6,3,4,6,1,3,3,4,2,1,2,3,2,1,1944,2,1,__NA__,1,1,__NA__,2,3,5,__NA__,2,4,6,7,10,__NA__,99,3,2,2,1,4
152506594,6,3,6,5,2,5,5,4,4,1,2,1,4,2,2,2,1,4,2,1954,1,1,__NA__,1,3,__NA__,3,5,6,__NA__,2,3,5,5,12,__NA__,3,3,3,2,1,48
152509875,6,1,6,1,6,6,3,3,6,3,2,1,5,4,8,1,3,2,2,1986,2,1,__NA__,1,1,__NA__,5,5,4,__NA__,2,2,2,3,1,__NA__,5,1,2,97,1,26
152514413,4,6,5,3,6,6,4,2,5,1,2,2,4,4,5,2,1,4,2,1981,2,2,__NA__,1,4,__NA__,6,5,1,__NA__,2,4,6,6,11,__NA__,99,2,1,7,1,24
152516009,5,1,3,2,2,4,1,3,5,2,2,1,4,2,5,2,1,4,2,1985,2,2,__NA__,1,1,__NA__,3,5,1,__NA__,2,2,3,5,2,__NA__,99,3,2,3,1,29
152533435,6,2,1,1,2,5,3,6,5,1,8,8,8,2,8,2,1,4,3,1933,2,2,__NA__,1,1,__NA__,2,5,5,__NA__,1,1,2,1,1,__NA__,1,4,2,2,1,12
152538061,6,4,2,1,4,6,6,6,4,1,2,1,4,2,5,3,1,4,2,1965,2,1,__NA__,1,1,__NA__,4,1,1,__NA__,2,1,2,1,2,__NA__,99,3,1,5,1,12
152539874,6,6,6,1,5,6,5,6,5,6,2,1,2,5,1,2,3,1,2,1942,2,2,__NA__,1,1,__NA__,2,4,6,__NA__,1,1,3,1,1,__NA__,9,5,2,2,1,24
152541854,3,4,5,5,6,6,5,1,6,1,2,1,4,2,5,2,1,2,2,1953,2,1,__NA__,1,1,__NA__,5,4,5,__NA__,2,4,6,6,12,__NA__,99,2,1,2,1,18
152552363,6,5,6,1,6,6,6,1,6,1,2,1,4,2,5,2,1,4,2,1972,2,1,__NA__,1,1,__NA__,5,5,4,__NA__,2,4,6,6,11,__NA__,99,2,1,1,1,53
152554628,6,1,6,6,6,6,2,1,6,1,2,1,4,2,1,2,2,4,2,1988,2,1,__NA__,1,1,__NA__,5,5,9,__NA__,2,4,6,7,9,__NA__,99,1,1,97,1,25
152562048,5,3,6,4,6,6,5,1,6,1,2,1,4,2,5,2,3,2,2,1962,2,1,__NA__,1,1,__NA__,3,3,6,__NA__,2,1,5,2,2,__NA__,99,2,1,2,1,17
152565347,2,6,1,1,6,6,2,1,4,1,2,1,4,1,4,2,1,2,1,1935,2,2,__NA__,1,1,__NA__,2,4,5,__NA__,1,1,7,1,1,__NA__,4,3,2,2,1,46
152565364,6,6,1,6,6,6,4,6,6,1,3,2,4,5,2,2,1,1,2,1948,2,1,__NA__,1,1,__NA__,1,1,7,__NA__,2,1,5,4,2,__NA__,99,1,1,8,1,26
152610560,6,1,6,6,6,6,6,6,6,1,2,1,4,2,5,2,1,4,2,1952,1,1,__NA__,1,1,__NA__,3,1,5,__NA__,2,2,6,7,10,__NA__,99,2,1,9,1,36
152611624,2,5,6,4,2,5,2,5,3,2,3,3,1,4,2,2,3,4,1,1957,2,2,__NA__,1,3,__NA__,2,1,7,__NA__,2,3,6,6,2,__NA__,99,6,4,2,1,26
152616051,6,3,3,3,4,6,4,3,6,2,2,1,4,8,5,2,1,2,3,1992,2,1,__NA__,1,2,__NA__,3,5,8,__NA__,1,1,2,1,11,__NA__,2,3,3,97,1,37
152621003,6,6,4,6,6,6,4,1,6,1,2,2,4,3,8,2,2,2,2,1940,2,1,__NA__,1,1,__NA__,2,1,5,__NA__,2,1,5,1,2,__NA__,99,3,1,3,1,25
152644326,1,6,6,3,1,6,3,5,2,1,2,1,4,2,2,2,1,4,2,1959,1,2,__NA__,1,1,__NA__,2,6,1,__NA__,2,1,2,1,2,__NA__,99,3,1,8,1,12
152648607,1,6,6,1,2,3,4,3,3,1,2,2,4,2,5,1,3,2,3,1954,2,2,__NA__,1,1,__NA__,3,4,4,__NA__,2,4,6,3,10,__NA__,99,2,3,2,1,33
152651915,2,4,3,1,5,4,4,5,5,3,2,1,4,2,5,2,3,4,2,1991,2,1,__NA__,1,3,__NA__,3,5,8,__NA__,2,2,4,3,11, ,99,2,2,6,1,12
152662617,5,8,1,1,5,2,5,1,6,2,1,1,5,1,4,2,2,2,3,1963,2,2,__NA__,1,1,__NA__,2,3,5,__NA__,2,1,4,3,12,__NA__,8,3,1,5,1,39
152669694,4,5,6,5,5,6,3,1,6,1,1,1,5,2,4,2,1,4,2,1955,2,2,__NA__,1,1,__NA__,2,6,2,__NA__,1,1,6,1,1,__NA__,3,3,1,9,1,24
152672357,6,6,5,4,6,6,1,4,6,3,1,2,2,1,8,3,1,4,2,1955,2,1,__NA__,1,3,__NA__,3,4,2,__NA__,1,1,2,1,1,__NA__,3,1,2,2,1,36
152697497,6,1,1,1,6,1,6,1,4,1,1,2,4,5,8,8,1,4,1,1940,1,1,__NA__,1,2,__NA__,2,4,1,__NA__,1,1,2,1,1,__NA__,6,2,1,3,1,34
152725236,5,5,3,3,6,6,4,4,3,1,1,1,4,5,2,2,3,1,2,1988,2,1,__NA__,1,1,__NA__,1,5,9,__NA__,2,3,5,6,11,__NA__,99,1,1,1,1,55
152726147,6,3,6,6,6,6,4,1,6,1,2,1,4,2,5,2,1,4,2,1990,1,1,__NA__,1,1,__NA__,4,5,8,__NA__,2,4,6,7,9,__NA__,99,1,1,97,1,6
152730424,1,6,6,6,6,6,1,6,4,1,2,1,4,2,4,2,1,4,2,1984,1,2,__NA__,1,1,__NA__,4,6,1,__NA__,2,4,5,2,11,__NA__,99,2,1,7,1,39
152743872,5,4,6,4,5,6,5,4,5,3,2,2,4,2,5,3,3,2,2,1952,2,2,__NA__,1,3,__NA__,3,6,2,__NA__,2,4,6,1,12,__NA__,99,2,3,4,1,35
152750230,1,6,6,4,4,1,2,1,4,4,3,3,2,2,4,2,1,1,2,1993,2,1,__NA__,1,1,__NA__,3,5,1,__NA__,2,4,6,7,11, ,99,2,7,5,2,48
152804889,6,3,1,1,6,6,6,2,4,1,3,8,8,8,8,8,2,2,1,1972,2,1,__NA__,1,2,__NA__,4,2,1,__NA__,1,1,1,1,1,__NA__,3,6,1,3,1,45
152843890,3,5,5,3,1,1,5,2,3,2,1,1,1,5,2,2,1,4,2,1959,2,1,__NA__,1,2,__NA__,3,1,4,__NA__,1,1,4,1,12,Baptist/Christian,99,3,2,3,1,29
153014400,6,6,6,6,6,4,6,5,6,4,1,1,8,8,8,2,2,1,1,1993,2,2,__NA__,1,2, ,2,5,8, ,1,1,2,3,1,christain,3,6,4,6,3,37
153019451,5,6,4,5,5,6,5,6,6,3,2,1,8,1,8,3,2,4,2,1946,1,1,__NA__,1,1,__NA__,3,1,5,__NA__,1,1,1,1,1,__NA__,2,3,1,4,1,55
153165944,6,5,3,3,6,5,6,4,4,2,2,2,4,5,2,2,3,2,3,1973,2,2,__NA__,1,2,__NA__,5,1,1,__NA__,1,1,1,1,1,__NA__,6,6,3,11,1,36
153166110,6,2,2,2,5,6,5,6,6,4,2,2,1,4,2,2,1,4,1,1934,2,1,__NA__,1,1,__NA__,2,4,5,__NA__,2,1,5,1,2,__NA__,99,3,1,3,1,55
153185093,6,6,6,6,6,6,3,6,6,1,2,2,4,2,2,2,1,2,2,1986,1,1,__NA__,1,5,__NA__,5,5,1,__NA__,2,3,4,3,2,__NA__,99,3,2,3,1,48
153194632,6,3,1,1,6,6,6,4,6,1,2,1,4,2,5,2,2,4,2,1942,2,1,__NA__,1,1,__NA__,2,4,9,__NA__,2,1,6,1,1,__NA__,2,2,1,97,1,48
153254809,5,3,3,3,6,6,5,5,6,2,2,1,4,2,5,2,1,4,2,1939,1,1,__NA__,1,2,__NA__,4,3,5,__NA__,1,1,2,2,1,__NA__,1,2,1,6,1,6
153275812,3,6,6,4,4,6,3,6,3,3,2,1,1,5,2,2,3,2,1,1953,2,2,__NA__,1,1,__NA__,4,1,4,__NA__,2,3,5,5,2,__NA__,99,6,4,4,1,26
153284586,5,6,6,4,5,5,6,4,6,4,2,1,4,8,1,2,1,2,1,1963,2,1,__NA__,1,1,__NA__,4,1,1,__NA__,2,2,4,2,1, ,3,3,1,4,1,4
153293339,5,2,6,4,5,6,4,5,5,2,2,1,4,2,4,2,1,4,2,1989,2,2,__NA__,1,1,__NA__,5,5,1,__NA__,2,3,5,6,11,__NA__,99,2,1,4,1,11
153296496,6,3,6,6,6,5,4,3,5,2,2,2,4,1,2,3,1,1,1,1953,2,1,__NA__,1,2,__NA__,3,3,6,__NA__,2,1,5,1,1,__NA__,1,2,1,1,1,39
153296818,5,5,4,1,6,6,5,4,5,1,2,3,2,1,2,2,3,4,3,1954,2,1,__NA__,1,2,__NA__,3,5,4,__NA__,1,1,1,1,1,__NA__,6,3,2,97,1,13
153300785,6,5,5,4,6,6,3,5,6,4,2,1,8,2,1,1,2,4,2,1947,1,1,__NA__,1,1,__NA__,2,3,5,__NA__,2,3,6,7,2,__NA__,99,2,1,4,2,12
153301867,6,4,6,4,6,4,6,2,5,1,2,1,8,2,1,3,3,2,2,1980,2,1,__NA__,1,2,__NA__,3,1,8,__NA__,2,4,5,6,9,__NA__,99,3,3,6,1,13
153307864,6,4,6,5,6,6,4,5,6,1,2,1,4,2,5,2,1,4,2,1962,1,1,__NA__,1,3,__NA__,5,5,1,__NA__,2,4,6,7,2,__NA__,99,3,1,7,1,15
153368990,6,3,3,1,4,4,6,4,4,1,2,1,4,5,2,2,2,4,2,1963,2,2,__NA__,1,2,__NA__,3,3,1,__NA__,1,1,3,1,1,__NA__,1,2,2,7,1,48
153379962,2,6,4,5,6,6,3,1,6,1,2,1,4,1,5,1,2,4,1,1973,1,2,__NA__,1,2,__NA__,1,2,6,__NA__,2,1,5,1,1,__NA__,1,4,1,1,1,37
153405157,4,3,6,5,5,6,6,6,6,1,2,2,1,5,2,2,2,2,1,1973,1,1,__NA__,1,2,__NA__,1,1,6,__NA__,1,1,1,1,1,__NA__,1,3,2,97,2,12
153427534,5,3,4,1,6,5,3,5,5,2,1,1,8,1,8,3,2,2,2,1960,2,1,__NA__,1,2,__NA__,2,2,6,__NA__,1,1,3,1,1,__NA__,10,2,3,2,1,24
153433254,6,6,1,1,6,6,6,6,6,2,2,2,4,1,2,1,3,2,1,1960,1,1,__NA__,1,2,__NA__,2,3,6,__NA__,2,3,5,6,11, ,99,3,4,1,1,34
150178383,6,6,5,1,6,1,2,6,6,1,3,8,3,3,3,8,2,1,8,1975,2,4,__NA__,5,1,__NA__,4,1,2,__NA__,2,2,6,6,12,__NA__,99,6,7,9,1,6
152016590,4,6,1,3,2,4,2,3,2,2,2,2,2,5,4,2,3,1,3,1956,2,4,__NA__,5,1,__NA__,2,4,1,__NA__,1,1,7,1,1,__NA__,1,3,3,97,2,45
152176651,2,6,5,5,6,6,3,3,5,1,2,1,2,5,2,2,3,2,3,1959,2,,__NA__,5,1,__NA__,2,3,4,__NA__,2,2,3,2,1,__NA__,1,3,4,8,1,48
152195365,2,6,4,2,4,5,4,5,4,5,3,1,2,4,1,2,2,4,1,1948,1,,__NA__,5,1,__NA__,2,1,5,__NA__,1,1,2,1,3,__NA__,99,3,2,4,1,45
152276996,6,6,6,1,1,4,4,3,6,1,2,1,2,2,1,2,2,2,3,1958,1,,__NA__,5,1,__NA__,2,1,6,__NA__,2,4,6,7,1,__NA__,5,6,3,1,1,23
152277113,3,2,2,2,3,3,2,3,2,3,2,1,4,2,5,3,1,2,3,1982,1,,__NA__,5,1,__NA__,2,5,1,__NA__,2,2,3,3,1,__NA__,2,6,3,97,2,1
152309749,6,6,6,1,6,6,4,6,6,4,2,2,4,2,4,2,3,4,1,1953,2,4,__NA__,5,1,__NA__,4,5,2,__NA__,2,2,6,2,2,__NA__,99,6,3,3,1,9
152365941,1,5,6,5,4,5,3,4,4,2,3,3,8,8,4,2,1,3,3,1970,1,,__NA__,5,4,__NA__,2,5,1,__NA__,2,4,6,7,10,__NA__,99,6,4,3,1,48
152366861,2,5,4,3,6,5,4,3,4,5,2,1,4,2,4,1,1,4,3,1954,2,3,__NA__,5,1,__NA__,3,1,4,__NA__,2,1,6,1,11,__NA__,99,3,1,3,1,39
152541751,5,5,1,2,2,5,3,4,4,3,1,2,2,4,5,2,3,4,2,1928,2,5,__NA__,5,1,__NA__,2,4,5,__NA__,1,2,4,1,1,__NA__,4,3,2,3,1,32
152543612,6,3,1,1,4,1,4,8,4,8,3,3,8,8,8,8,8,4,3,1987,2,,__NA__,5,4,__NA__,5,5,2,__NA__,2,4,7,7,9,__NA__,99,6,7,97,1,36
152544563,6,6,2,1,6,1,5,3,5,5,1,2,4,2,1,2,3,1,3,1986,2,,__NA__,5,7,__NA__,3,1,2,__NA__,2,1,4,3,2,__NA__,99,5,4,3,1,53
152595938,6,6,1,1,6,6,4,2,6,3,1,3,3,5,5,1,2,2,3,1979,2,,__NA__,5,1,__NA__,2,5,2,__NA__,2,3,5,5,1,__NA__,4,6,3,3,2,42
152655979,1,4,3,1,1,1,2,4,3,3,2,2,4,1,1,1,1,2,2,1987,2,4,__NA__,5,1,__NA__,5,5,2,__NA__,1,1,2,1,1,__NA__,5,4,2,97,1,36
152714524,4,4,4,1,5,6,4,3,6,2,2,1,2,5,4,2,1,8,3,1961,2,3,__NA__,5,1,__NA__,4,1,6,__NA__,2,4,6,8,12,__NA__,2,6,3,2,2,55
152779039,3,3,3,3,3,3,3,3,3,3,2,2,3,8,5,8,2,2,2,1985,2,,__NA__,5,3,__NA__,5,1,8,__NA__,2,4,6,7,11,__NA__,3,3,3,4,2,40
152796428,4,4,4,4,4,4,4,4,4,4,3,3,5,8,5,3,3,4,3,1967,2,,__NA__,5,2,__NA__,2,5,4,__NA__,2,4,7,8,11,__NA__,99,6,7,1,1,37
153034585,1,1,6,6,6,6,1,1,8,1,3,3,1,3,2,3,2,2,3,1981,2,4,__NA__,5,2,__NA__,1,6,7,__NA__,2,1,6,8,1,I'm a christian,1,6,2,12,2,48
153203525,2,6,5,1,5,6,4,4,4,3,2,1,4,2,1,1,3,2,2,1961,2,5,__NA__,5,1,__NA__,3,1,6,__NA__,2,2,5,2,1,__NA__,6,6,3,4,1,24
153222505,1,6,6,6,4,6,6,6,6,6,1,2,4,2,5,2,2,1,1,1979,1,,__NA__,5,2,__NA__,2,5,1,__NA__,2,1,4,1,11,__NA__,99,3,1,6,1,53
153222725,5,4,2,1,3,4,2,2,3,3,2,3,2,3,1,2,2,1,3,1993,2,,__NA__,5,3,__NA__,3,5,8,__NA__,1,1,2,8,12,__NA__,99,6,3,1,2,6
153247395,6,1,6,1,6,1,5,1,1,6,3,1,4,8,5,1,2,4,3,1955,2,,__NA__,5,2,__NA__,2,5,4,__NA__,2,1,4,1,1,__NA__,1,6,7,2,1,12
153298746,6,6,6,1,6,6,1,6,6,1,2,1,4,2,5,3,1,1,3,1962,2,3,__NA__,5,1,__NA__,3,3,9,__NA__,2,3,6,3,11,__NA__,99,6,2,2,1,12
153305666,3,6,4,3,3,6,3,3,6,3,3,3,5,4,2,2,3,2,3,1959,2,4,__NA__,5,1,__NA__,2,2,1,__NA__,2,3,6,7,11,__NA__,99,6,4,2,2,55
151724562,5,6,6,1,3,4,3,3,6,2,1,1,5,5,5,2,3,1,1,1989,2,3,__NA__,3,1,__NA__,3,5,8,__NA__,2,4,6,7,9,__NA__,99,3,3,4,1,42
151938462,6,4,4,5,6,6,4,6,6,6,2,1,8,2,5,2,1,4,2,1941,1,4,__NA__,3,7,__NA__,6,1,5,__NA__,2,1,4,1,12,__NA__,99,3,1,5,1,51
152018612,2,2,1,1,2,1,1,6,2,1,2,1,4,2,4,2,1,4,2,1949,1,5,__NA__,3,1,__NA__,6,1,1,__NA__,2,2,5,1,12,__NA__,99,4,2,11,1,10
152040677,1,5,2,1,1,2,1,6,1,3,2,1,4,2,5,2,1,4,2,1950,1,5,__NA__,3,1,__NA__,5,1,1,__NA__,1,1,1,1,1,__NA__,90,5,1,4,1,38
152052881,3,1,2,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1972,1,5,__NA__,3,3,__NA__,5,1,2,__NA__,1,1,2,1,2,__NA__,99,1,2,8,1,1
152087250,2,5,5,5,6,5,4,6,3,1,1,1,2,4,2,2,2,2,2,1953,1,4,__NA__,3,1,__NA__,6,1,6,__NA__,2,1,5,1,12,__NA__,99,3,2,3,1,9
152102783,5,5,6,5,6,6,4,3,5,5,1,2,4,1,2,2,1,2,2,1957,2,4,__NA__,3,1,__NA__,3,3,2,__NA__,2,2,5,3,1,__NA__,3,3,2,5,1,18
152105477,1,6,3,2,3,1,2,5,1,4,2,1,4,2,5,2,1,2,3,1975,1,4,Constitutionalist,4,6,__NA__,3,3,1,__NA__,2,1,1,1,5,__NA__,99,4,2,2,1,41
152149509,1,6,3,2,1,1,1,6,1,6,2,1,4,2,5,2,1,4,2,1945,1,5,__NA__,3,5,__NA__,4,1,1,__NA__,1,1,1,1,1,__NA__,8,4,1,9,1,6
152170106,1,6,6,6,1,1,1,6,1,6,2,1,4,2,4,2,1,4,3,1966,1,4,__NA__,3,1,__NA__,2,5,4,__NA__,2,4,5,7,9,__NA__,99,5,3,97,1,37
152176891,6,4,4,8,6,1,3,5,2,1,2,1,1,2,5,2,1,2,2,1954,2,3,__NA__,3,1,__NA__,6,1,1,__NA__,2,2,3,4,2,__NA__,99,3,1,15,2,34
152186735,6,5,4,2,1,4,4,3,5,2,2,1,4,2,2,2,1,4,2,1959,2,5,__NA__,3,1,__NA__,5,1,1,__NA__,2,3,5,3,11,__NA__,3,3,2,7,1,42
152190596,6,1,1,1,5,6,1,1,6,1,2,1,4,2,5,2,3,4,2,1960,2,4,__NA__,3,1,__NA__,2,5,2,__NA__,1,1,5,1,1,__NA__,3,3,2,7,1,39
152215249,2,5,2,3,1,2,2,3,3,2,2,1,4,2,1,2,2,2,2,1935,1,5,__NA__,3,1,__NA__,6,1,5,__NA__,2,1,2,2,1,__NA__,4,4,2,10,1,4
152219271,6,6,5,5,6,6,3,6,5,1,3,2,4,2,5,3,1,4,2,1948,1,5,__NA__,3,1,__NA__,5,5,5,__NA__,2,1,2,2,2,__NA__,99,4,1,6,1,44
152222701,5,6,3,4,6,6,2,6,4,6,2,1,4,2,5,2,1,2,3,1940,1,3,__NA__,3,1,__NA__,3,1,5,__NA__,1,2,3,1,2,__NA__,99,3,1,4,1,49
152232213,1,6,4,4,1,1,1,6,1,3,1,1,4,2,5,1,1,2,2,1949,1,5,__NA__,3,1,__NA__,5,1,5,__NA__,2,4,6,7,9,__NA__,99,4,1,14,1,34
152249109,1,6,4,4,1,1,1,6,1,4,2,1,4,2,1,1,1,2,2,1952,1,5,__NA__,3,1,__NA__,3,6,1,__NA__,1,2,4,6,1,__NA__,3,4,1,10,1,6
152252342,3,6,6,5,5,5,4,5,1,2,1,1,4,5,5,2,3,2,2,1964,2,4,__NA__,3,1, ,3,1,1, ,2,4,6,4,98, ,99,3,3,9,1,12
152253047,4,4,5,5,4,5,4,4,4,3,3,1,5,2,1,2,3,2,2,1982,1,4,__NA__,3,1,__NA__,5,1,1,__NA__,1,1,2,3,11,__NA__,99,2,3,9,1,9
152253601,2,6,1,4,6,6,3,5,5,6,1,1,4,1,5,3,2,2,3,1939,1,4,__NA__,3,1,__NA__,1,3,5,__NA__,1,1,5,1,11,__NA__,2,3,1,3,1,19
152262369,3,3,4,4,3,4,4,3,4,3,3,8,2,4,5,2,1,1,3,1991,1,4,__NA__,3,1,__NA__,4,5,1,__NA__,2,4,6,7,9,__NA__,99,6,7,3,1,54
152262500,4,3,3,3,3,3,2,3,3,4,2,1,4,2,5,2,1,4,2,1966,1,4,__NA__,3,1,__NA__,5,1,1,__NA__,1,1,1,1,7,__NA__,99,3,3,15,1,53
152263129,1,6,4,4,3,3,1,6,1,6,2,1,4,2,5,1,1,1,2,1942,1,5,__NA__,3,1,__NA__,5,1,2,__NA__,1,3,2,1,1,__NA__,8,3,1,7,1,47
152277935,1,6,1,1,1,6,1,5,4,2,1,2,2,1,1,2,2,4,2,1971,2,5,__NA__,3,1,__NA__,2,1,7,__NA__,2,2,6,2,11,__NA__,99,3,3,7,1,46
152279829,1,6,3,1,1,1,1,6,1,6,2,1,4,2,5,2,1,4,2,1940,1,5,__NA__,3,6,__NA__,3,1,5,__NA__,1,2,4,5,1,__NA__,1,3,1,5,1,40
152283561,1,5,4,5,4,5,1,1,5,5,2,1,4,2,5,2,1,4,3,1949,1,4,__NA__,3,1,__NA__,4,1,5,__NA__,1,1,2,1,1,__NA__,3,3,1,9,1,12
152284546,4,3,6,5,4,6,4,5,4,2,3,2,4,2,5,2,2,4,2,1931,2,3,__NA__,3,1,__NA__,2,4,5,__NA__,1,1,1,1,1,__NA__,8,6,2,2,1,12
152287260,4,3,3,3,4,5,4,4,4,3,1,2,2,1,5,2,2,1,3,1958,2,5,__NA__,3,1,__NA__,4,4,1,__NA__,1,2,2,2,1,__NA__,7,4,3,4,1,29
152293241,3,2,5,4,2,8,4,5,4,4,2,2,4,2,5,2,2,2,3,1957,2,4,__NA__,3,1,__NA__,6,1,1,__NA__,2,2,3,3,1,__NA__,4,3,2,12,1,39
152324354,1,2,3,5,4,4,3,4,3,4,2,1,4,2,5,2,1,4,3,1943,1,4,__NA__,3,1,__NA__,3,1,1,__NA__,1,1,4,2,1,__NA__,3,3,1,31,1,48
152330630,6,6,6,6,6,6,2,4,6,6,2,2,4,2,5,2,1,1,1,1953,2,3,__NA__,3,1,__NA__,4,3,6,__NA__,2,3,5,5,12,__NA__,99,6,2,1,1,39
152332636,6,1,1,1,6,6,3,5,4,4,2,1,4,2,5,2,1,4,2,1947,1,3,__NA__,3,1,__NA__,6,1,2,__NA__,2,2,4,3,2,__NA__,99,3,1,12,1,12
152362206,3,3,3,3,3,3,3,3,3,3,1,1,3,1,5,1,2,1,3,1989,2,4,__NA__,3,2,__NA__,2,5,4,__NA__,2,2,5,7,11,__NA__,99,3,3,3,1,47
152368161,1,4,3,2,1,5,3,5,2,1,1,1,4,2,1,2,1,4,3,1952,2,4,__NA__,3,1,__NA__,5,4,4,__NA__,2,1,2,1,1,__NA__,4,5,1,3,1,48
152370145,4,4,1,1,3,6,1,6,3,1,1,1,2,2,1,2,3,4,1,1952,2,3,__NA__,3,1,__NA__,2,1,6,__NA__,1,1,1,1,1,__NA__,6,5,2,3,1,39
152382384,6,6,6,6,1,6,6,3,3,3,2,2,2,5,4,2,3,4,2,1962,2,3,__NA__,3,1,__NA__,2,3,2,__NA__,2,2,6,1,1,__NA__,1,2,2,2,2,29
152389423,1,2,6,1,6,6,3,4,6,5,2,1,4,2,5,2,2,4,2,1962,1,4,__NA__,3,1,__NA__,5,1,1,__NA__,2,1,4,1,4,__NA__,99,4,1,7,1,56
152400809,1,6,1,1,1,1,1,4,1,4,2,1,4,2,5,2,1,4,2,1974,1,5,__NA__,3,1,__NA__,5,1,1,__NA__,1,1,1,1,1,__NA__,3,5,1,5,1,37
152401146,3,5,4,3,6,6,3,5,4,4,8,8,8,2,8,2,1,1,2,1959,1,3,__NA__,3,1,__NA__,3,3,1,__NA__,2,4,6,8,10,__NA__,99,6,1,6,1,17
152409459,5,5,4,1,6,6,1,5,2,3,2,1,4,2,5,2,1,4,3,1930,1,3,__NA__,3,1,__NA__,2,4,5,__NA__,1,1,2,1,1,__NA__,4,3,1,3,1,6
152438287,1,1,6,6,1,1,1,6,1,6,2,1,4,1,5,2,1,2,2,1954,1,4,__NA__,3,1,__NA__,6,1,4,__NA__,1,1,5,1,2,__NA__,99,5,1,8,1,6
152451808,6,6,1,1,1,6,1,5,3,2,1,1,8,4,2,2,1,4,2,1948,2,4,__NA__,3,1,__NA__,5,1,1,__NA__,1,1,2,1,1,__NA__,1,3,1,31,1,45
152453465,3,4,6,4,4,5,3,4,3,1,2,1,2,1,4,1,1,1,2,1967,2,3,__NA__,3,1,__NA__,5,1,2,__NA__,1,2,3,2,1,__NA__,3,3,3,10,1,12
